file	origin	licence	redistributable	category	kind	verdict	pieces	distinct_prefabs	footprint	top_tier	missing_pct	portals	stations	ih_discarded_rows	creator	role	fit
hs_ashlands_monkey_dvergr_tavern.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	2063	108	25.7x24.9x23.3	ashlands	0.0	0	11	60	Monkey	2063 pieces, 108 prefabs, 25.7x24.9x23.3 m, 11 stations, 1 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_monkeystoragehouse.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	setpiece	PLACES_CLEAN	1067	51	20.9x22.7x9.0	ashlands	0.0	0	17	47	Monkey	1067 pieces, 51 prefabs, 20.9x22.7x9.0 m, 17 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_moongoddess.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	2018	15	24.4x8.4x30.3	ashlands	0.0	0	1	36	BaDmIn	2018 pieces, 15 prefabs, 24.4x8.4x30.3 m, 1 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_neletit_mansion.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	setpiece	PLACES_CLEAN	39487	151	115.7x87.9x40.6	ashlands	0.0	0	21	118	Neletit	39487 pieces, 151 prefabs, 115.7x87.9x40.6 m, 21 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_neletit_parthenon.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	setpiece	PLACES_CLEAN	9580	43	24.0x46.0x17.5	ashlands	0.0	0	0	75	Neletit	9580 pieces, 43 prefabs, 24.0x46.0x17.5 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_neletit_portalhubtower.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	setpiece	PLACES_CLEAN	5565	48	34.6x33.1x33.6	ashlands	0.0	15	0	79	Neletit	5565 pieces, 48 prefabs, 34.6x33.1x33.6 m, 0 stations, 0 beds, 15 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_odin_compactforge.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	setpiece	PLACES_CLEAN	764	50	20.9x23.1x13.0	ashlands	0.0	0	20	47	Odin	764 pieces, 50 prefabs, 20.9x23.1x13.0 m, 20 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_portalhub_dome.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	setpiece	PLACES_CLEAN	909	22	21.3x20.3x12.2	ashlands	0.0	14	0	45	Thysicus	909 pieces, 22 prefabs, 21.3x20.3x12.2 m, 0 stations, 0 beds, 14 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_prefab_collection1.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	1796	116	58.5x50.8x12.1	ashlands	0.0	0	57	154	Monkey	1796 pieces, 116 prefabs, 58.5x50.8x12.1 m, 57 stations, 1 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_pub.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	setpiece	PLACES_CLEAN	1970	103	21.5x30.5x20.8	ashlands	0.0	2	3	59	Bri Games	1970 pieces, 103 prefabs, 21.5x30.5x20.8 m, 3 stations, 0 beds, 2 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_pubvanilla.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	setpiece	PLACES_CLEAN	1971	103	21.5x30.8x20.8	ashlands	0.0	2	3	59	Bri Games	1971 pieces, 103 prefabs, 21.5x30.8x20.8 m, 3 stations, 0 beds, 2 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_pvp_arena.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	setpiece	PLACES_CLEAN	3115	88	56.5x57.1x14.0	ashlands	0.0	5	4	165	Monkey	3115 pieces, 88 prefabs, 56.5x57.1x14.0 m, 4 stations, 0 beds, 5 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_ragnar_henry_s_forge.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	3412	108	77.9x65.8x18.1	ashlands	0.0	1	44	224	Ragnar	3412 pieces, 108 prefabs, 77.9x65.8x18.1 m, 44 stations, 3 beds, 1 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_ragnar_openwarehouse.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	setpiece	PLACES_CLEAN	8599	77	55.0x53.0x11.5	ashlands	0.0	0	35	154	Ragnar	8599 pieces, 77 prefabs, 55.0x53.0x11.5 m, 35 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_ragnar_warehouse.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	setpiece	PLACES_CLEAN	7939	79	69.2x69.2x8.4	ashlands	0.0	1	35	221	Ragnar	7939 pieces, 79 prefabs, 69.2x69.2x8.4 m, 35 stations, 0 beds, 1 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_rapunzel_twr.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	setpiece	PLACES_CLEAN	2623	83	22.2x20.3x65.0	ashlands	0.0	2	12	47	Cornboy	2623 pieces, 83 prefabs, 22.2x20.3x65.0 m, 12 stations, 0 beds, 2 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_salty_d_watermill_cottage_complete_with_terrain_markers.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	3068	100	39.8x20.4x13.5	ashlands	0.0	0	13	66	Salty D.	3068 pieces, 100 prefabs, 39.8x20.4x13.5 m, 13 stations, 2 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_sanctifiedtower.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	setpiece	PLACES_CLEAN	1059	50	10.1x10.1x16.0	ashlands	0.0	0	7	25	Bri Games	1059 pieces, 50 prefabs, 10.1x10.1x16.0 m, 7 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_santasleigh.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	214	28	7.7x6.9x4.5	ashlands	0.0	0	0	21	Bri Games	214 pieces, 28 prefabs, 7.7x6.9x4.5 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_scholarstower.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	1928	36	10.1x10.6x16.0	ashlands	0.0	0	2	25	Bri Games	1928 pieces, 36 prefabs, 10.1x10.6x16.0 m, 2 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_sheepshank_badgerforgefinal.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	setpiece	PLACES_CLEAN	2247	106	27.1x36.4x16.0	ashlands	0.0	4	25	76	Sheepshank	2247 pieces, 106 prefabs, 27.1x36.4x16.0 m, 25 stations, 0 beds, 4 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_sheepshank_birdseyetower.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	setpiece	PLACES_CLEAN	1098	74	19.8x22.3x23.5	ashlands	0.0	2	0	47	Sheepshank	1098 pieces, 74 prefabs, 19.8x22.3x23.5 m, 0 stations, 0 beds, 2 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_sheepshank_burningtreev3.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	setpiece	PLACES_CLEAN	1218	44	22.3x25.1x14.1	ashlands	0.0	0	0	54	Sheepshank	1218 pieces, 44 prefabs, 22.3x25.1x14.1 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_sheepshank_chickencoop.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	1572	72	18.2x22.1x18.8	ashlands	0.0	0	1	47	Sheepshank	1572 pieces, 72 prefabs, 18.2x22.1x18.8 m, 1 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_sheepshank_feathercapetower.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	setpiece	PLACES_CLEAN	1467	48	14.5x14.5x58.8	ashlands	0.0	2	0	32	Sheepshank	1467 pieces, 48 prefabs, 14.5x14.5x58.8 m, 0 stations, 0 beds, 2 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_sheepshank_fishtrapbistrofinal.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	setpiece	PLACES_CLEAN	3668	123	43.8x52.6x19.6	ashlands	0.0	3	26	130	Sheepshank	3668 pieces, 123 prefabs, 43.8x52.6x19.6 m, 26 stations, 0 beds, 3 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_sheepshank_fluffydanatownhomes.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	setpiece	PLACES_CLEAN	2936	128	30.5x26.1x18.5	ashlands	0.0	3	51	68	Sheepshank	2936 pieces, 128 prefabs, 30.5x26.1x18.5 m, 51 stations, 2 beds, 3 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_sheepshank_fluffyvillagehousev2.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	2589	128	33.4x26.7x23.3	ashlands	0.0	2	34	68	Sheepshank	2589 pieces, 128 prefabs, 33.4x26.7x23.3 m, 34 stations, 1 beds, 2 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_sheepshank_hagrids_hut.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	setpiece	PLACES_CLEAN	1144	106	14.4x17.2x21.5	ashlands	0.0	0	13	34	Sheepshank	1144 pieces, 106 prefabs, 14.4x17.2x21.5 m, 13 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_sheepshank_innandbistrov2.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	setpiece	PLACES_CLEAN	1149	85	25.3x42.4x14.0	ashlands	0.0	0	8	84	Sheepshank	1149 pieces, 85 prefabs, 25.3x42.4x14.0 m, 8 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_sheepshank_jorykstombfinal.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	setpiece	PLACES_CLEAN	4286	78	42.9x42.1x43.1	ashlands	0.0	1	0	117	Sheepshank	4286 pieces, 78 prefabs, 42.9x42.1x43.1 m, 0 stations, 0 beds, 1 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_sheepshank_kaer_mor_boarv2.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	setpiece	PLACES_CLEAN	6707	173	66.5x62.8x27.5	ashlands	0.0	1	41	206	Sheepshank	6707 pieces, 173 prefabs, 66.5x62.8x27.5 m, 41 stations, 0 beds, 1 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_sheepshank_militarybarracks.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	setpiece	PLACES_CLEAN	4738	145	42.4x70.4x25.5	ashlands	0.0	3	36	163	Sheepshank	4738 pieces, 145 prefabs, 42.4x70.4x25.5 m, 36 stations, 0 beds, 3 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_sheepshank_myfirsthome.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	setpiece	PLACES_CLEAN	2144	119	35.6x28.4x19.0	ashlands	0.0	5	19	72	Sheepshank	2144 pieces, 119 prefabs, 35.6x28.4x19.0 m, 19 stations, 1 beds, 5 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_sheepshank_notsotinyhome.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	2289	148	23.4x23.2x25.5	ashlands	0.0	1	35	49	Sheepshank	2289 pieces, 148 prefabs, 23.4x23.2x25.5 m, 35 stations, 5 beds, 1 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_sheepshank_petalstronghold.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	setpiece	PLACES_CLEAN	7112	209	63.0x60.7x18.2	ashlands	0.0	3	65	192	Sheepshank	7112 pieces, 209 prefabs, 63.0x60.7x18.2 m, 65 stations, 7 beds, 3 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_sheepshank_rizzosretreatfinal.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	setpiece	PLACES_CLEAN	2322	138	48.9x44.9x17.7	ashlands	0.0	3	21	128	Sheepshank	2322 pieces, 138 prefabs, 48.9x44.9x17.7 m, 21 stations, 0 beds, 3 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_sheepshank_starterhome10.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	2762	139	39.3x36.2x16.8	ashlands	0.0	2	41	96	Sheepshank	2762 pieces, 139 prefabs, 39.3x36.2x16.8 m, 41 stations, 3 beds, 2 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_sheepshank_statuevalhallav2.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	546	29	19.0x19.0x15.6	ashlands	0.0	0	0	45	Sheepshank	546 pieces, 29 prefabs, 19.0x19.0x15.6 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_sheepshank_stoneportalhub.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	setpiece	PLACES_CLEAN	6747	56	55.9x62.7x12.0	ashlands	0.0	0	0	178	Sheepshank	6747 pieces, 56 prefabs, 55.9x62.7x12.0 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_sheepshank_the_bone_stonage.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	1365	77	18.0x15.5x16.0	ashlands	0.0	2	0	34	Sheepshank	1365 pieces, 77 prefabs, 18.0x15.5x16.0 m, 0 stations, 1 beds, 2 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_sheepshank_the_canary_house.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	setpiece	PLACES_CLEAN	3764	129	52.0x53.1x17.2	ashlands	0.0	5	41	142	Sheepshank	3764 pieces, 129 prefabs, 52.0x53.1x17.2 m, 41 stations, 8 beds, 5 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_sheepshank_theburrow.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	setpiece	PLACES_CLEAN	2001	167	17.7x17.7x31.0	ashlands	0.0	1	26	36	Sheepshank	2001 pieces, 167 prefabs, 17.7x17.7x31.0 m, 26 stations, 0 beds, 1 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_sheepshank_therefineryv2.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	setpiece	PLACES_CLEAN	3823	133	52.7x52.4x22.5	ashlands	0.0	16	43	144	Sheepshank	3823 pieces, 133 prefabs, 52.7x52.4x22.5 m, 43 stations, 2 beds, 16 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_sheepshank_thomashofredux.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	setpiece	PLACES_CLEAN	3904	83	53.7x32.6x32.0	ashlands	0.0	5	4	106	Sheepshank	3904 pieces, 83 prefabs, 53.7x32.6x32.0 m, 4 stations, 0 beds, 5 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_sheepshank_towerflat.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	setpiece	PLACES_CLEAN	17596	337	26.4x37.2x125.1	ashlands	0.0	10	70	76	Sheepshank	17596 pieces, 337 prefabs, 26.4x37.2x125.1 m, 70 stations, 1 beds, 10 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_sheepshank_toxins_arena.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	3233	83	35.4x35.3x19.0	ashlands	0.0	1	3	81	Sheepshank	3233 pieces, 83 prefabs, 35.4x35.3x19.0 m, 3 stations, 8 beds, 1 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_sheepshank_villageskilodgecenter.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	setpiece	PLACES_CLEAN	13311	166	94.6x73.2x53.3	mistlands	0.0	9	93	302	Sheepshank	13311 pieces, 166 prefabs, 94.6x73.2x53.3 m, 93 stations, 12 beds, 9 portals	source biome tag: ashlands; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_sheepshank_wolfgdgdbreederfinal.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	setpiece	PLACES_CLEAN	1557	69	24.0x29.1x22.5	ashlands	0.0	1	11	62	Sheepshank	1557 pieces, 69 prefabs, 24.0x29.1x22.5 m, 11 stations, 0 beds, 1 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_shipyard2.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	setpiece	PLACES_CLEAN	510	47	39.1x41.0x8.1	ashlands	0.0	0	20	98	BerserkTBuilDeR	510 pieces, 47 prefabs, 39.1x41.0x8.1 m, 20 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_sidetable_book_brigames.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	13	5	1.0x1.0x1.2	ashlands	0.0	0	0	12	Bri Games	13 pieces, 5 prefabs, 1.0x1.0x1.2 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_sidetable_brigames.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	6	3	0.7x0.8x1.2	ashlands	0.0	0	0	12	Bri Games	6 pieces, 3 prefabs, 0.7x0.8x1.2 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_silent_citizen_storage_compact.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	setpiece	PLACES_CLEAN	893	52	19.8x19.8x13.0	ashlands	0.0	0	0	45	Silent Citizen	893 pieces, 52 prefabs, 19.8x19.8x13.0 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_softpea_fantasy_castle.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	5697	122	43.3x56.3x27.0	ashlands	0.0	0	25	139	Softpea	5697 pieces, 122 prefabs, 43.3x56.3x27.0 m, 25 stations, 2 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_softpea_medievalbay.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	setpiece	PLACES_CLEAN	4213	135	42.1x30.9x40.0	ashlands	0.0	10	41	95	Softpea	4213 pieces, 135 prefabs, 42.1x30.9x40.0 m, 41 stations, 2 beds, 10 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_softpea_stave_church.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	1117	84	25.5x25.5x27.0	ashlands	0.0	0	19	60	Softpea	1117 pieces, 84 prefabs, 25.5x25.5x27.0 m, 19 stations, 1 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_spatub_brigames.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	module	PLACES_CLEAN	54	12	4.2x4.0x2.0	ashlands	0.0	0	1	16	Bri Games	54 pieces, 12 prefabs, 4.2x4.0x2.0 m, 1 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_storehousevanilla_brigames.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	383	33	11.0x10.2x9.0	ashlands	0.0	0	0	25	Bri Games	383 pieces, 33 prefabs, 11.0x10.2x9.0 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_swampytreehouse.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	setpiece	PLACES_CLEAN	1792	130	24.7x23.3x29.5	ashlands	0.0	0	22	54	Bhima	1792 pieces, 130 prefabs, 24.7x23.3x29.5 m, 22 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_sweettoothstall.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	232	35	5.8x5.8x4.8	ashlands	0.0	0	0	16	Bri Games	232 pieces, 35 prefabs, 5.8x5.8x4.8 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_tallbookcase_brigames.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	197	15	1.8x4.5x9.1	ashlands	0.0	0	0	14	Bri Games	197 pieces, 15 prefabs, 1.8x4.5x9.1 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_the_architect_aesirtemple.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	setpiece	PLACES_CLEAN	1165	32	22.6x33.0x18.0	ashlands	0.0	0	0	61	The Architect	1165 pieces, 32 prefabs, 22.6x33.0x18.0 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_the_architect_dvergrbrothersbank_v2.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	setpiece	PLACES_CLEAN	868	39	21.5x21.0x12.0	ashlands	0.0	0	0	45	The Architect	868 pieces, 39 prefabs, 21.5x21.0x12.0 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_the_architect_grand_loki_theater.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	setpiece	PLACES_CLEAN	4345	73	29.0x40.5x29.0	ashlands	0.0	0	3	80	The Architect	4345 pieces, 73 prefabs, 29.0x40.5x29.0 m, 3 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_the_architect_leifcotraders.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	setpiece	PLACES_CLEAN	2046	55	22.5x22.6x20.0	ashlands	0.0	0	0	49	The Architect	2046 pieces, 55 prefabs, 22.5x22.6x20.0 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_the_architect_rime_flamereforeged.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	setpiece	PLACES_CLEAN	2272	93	33.1x23.2x21.0	ashlands	0.0	0	7	61	The Architect	2272 pieces, 93 prefabs, 33.1x23.2x21.0 m, 7 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_the_architect_runestonetownhomestriplex.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	setpiece	PLACES_CLEAN	4986	103	22.1x27.9x20.0	ashlands	0.0	0	30	54	The Architect	4986 pieces, 103 prefabs, 22.1x27.9x20.0 m, 30 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_the_architect_twinravensbooks_curios_v2.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	2723	87	21.5x17.2x22.0	ashlands	0.0	0	6	40	The Architect	2723 pieces, 87 prefabs, 21.5x17.2x22.0 m, 6 stations, 1 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_the_forge_2.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	module	PLACES_CLEAN	462	50	23.1x14.1x12.0	ashlands	0.0	0	18	40	Ise LeGaCy	462 pieces, 50 prefabs, 23.1x14.1x12.0 m, 18 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_thrad_forge.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	setpiece	PLACES_CLEAN	807	64	17.5x15.4x16.8	ashlands	0.0	0	15	34	Sirna	807 pieces, 64 prefabs, 17.5x15.4x16.8 m, 15 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_thrad_portal_nexus.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	setpiece	PLACES_CLEAN	4744	57	38.2x42.2x19.0	ashlands	0.0	17	3	106	Sirna	4744 pieces, 57 prefabs, 38.2x42.2x19.0 m, 3 stations, 0 beds, 17 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
