name	flat_pad_verdict	setting	intended_setting	floating_fraction	air_isolation_max_m	mean_air_m	max_air_m	relief_m	footprint_span_m	footprint_area_m2	pieces	stations	portals	beds	missing_pieces	verdict	category	kind	metadata	licence	origin
hs_ashlands_sheepshank_theburrow.blueprint	grounds	land_flat	land	0.012	2.0	14.875	14.875	65.221	19.9	328.0	2001	26	1	0	0	PLACES_CLEAN	production	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_badmin_freyja.blueprint	grounds	land_flat	land	0.013	4.47	17.338	24.907	76.021	91.4	2384.0	2136	0	0	0	0	PLACES_CLEAN	flavour	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_euphyschurch.blueprint	grounds	land_flat	land	0.013	2.0	3.854	3.854	4.854	28.2	620.0	887	0	0	0	0	PLACES_CLEAN	flavour	setpiece	derived	none stated	OverDrive/BiomeBlueprints
vcastle.blueprint	grounds	land_flat	land	0.014	15.23	19.529	24.106	51.617	197.0	27976.0	28297	3	0	8	0	PLACES_CLEAN	base	setpiece	curated	none stated	fleet corpus
hs_ashlands_softpea_stave_church.blueprint	grounds	land_flat	land	0.014	2.0	4.31	4.833	5.833	26.4	560.0	1117	19	0	1	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
PlainsRaiderTown1.blueprint	grounds	land_flat	land	0.014	2.0	2.936	8.255	21.537	107.0	5948.0	1684	0	0	4	0	PLACES_CLEAN	defence	setpiece	curated	none stated	RustyMods/VikingNPC
MountainRaiderTown1.blueprint	grounds	land_flat	land	0.014	2.0	2.17	10.603	42.378	77.2	2864.0	1024	0	0	1	0	PLACES_CLEAN	defence	setpiece	curated	none stated	RustyMods/VikingNPC
halvar-master-refinery.blueprint	grounds	land_flat	land	0.015	2.0	2.307	3.814	5.814	25.3	544.0	917	20	0	0	0	PLACES_CLEAN	production	module	curated	none stated	fleet corpus
hs_ashlands_monkeystoragehouse.blueprint	grounds	land_flat	land	0.015	2.0	7.232	7.232	8.234	23.6	520.0	1067	17	0	0	0	PLACES_CLEAN	production	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_swamp_halvar_master_refinery.blueprint	grounds	land_flat	land	0.015	2.0	2.307	3.814	5.814	25.3	544.0	917	20	0	0	0	PLACES_CLEAN	production	setpiece	derived	none stated	OverDrive/BiomeBlueprints
PuP_house10.blueprint	grounds	land_flat	land	0.016	2.0	2.53	2.53	7.101	20.9	244.0	225	1	0	0	0	PLACES_CLEAN	base	module	curated	none stated	fleet corpus
PuP_capitoliy.blueprint	grounds	land_flat	land	0.016	2.0	11.4	11.4	12.729	24.3	492.0	5115	0	0	0	0	PLACES_CLEAN	base	setpiece	curated	none stated	fleet corpus
hs_swamp_vrolok_caba_a_2.blueprint	grounds	land_flat	land	0.016	2.0	0.63	0.647	2.0	33.5	500.0	343	20	4	1	0	PLACES_CLEAN	portal	module	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_20999_valheimian.blueprint	grounds	land_flat	land	0.016	2.0	9.462	9.462	11.192	24.0	512.0	1244	37	4	1	0	PLACES_CLEAN	portal	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_wissman_beacon.blueprint	grounds	land_flat	land	0.016	2.0	3.321	4.962	12.462	37.7	768.0	1611	6	0	0	0	PLACES_CLEAN	production	setpiece	derived	none stated	OverDrive/BiomeBlueprints
brokkr-the-misery.blueprint	grounds	land_flat	land	0.017	4.0	1.624	2.512	42.787	148.3	12672.0	5108	18	0	0	0	PLACES_CLEAN	base	setpiece	curated	none stated	Oosquai/SavheimIV
hs_blackforest_dream_house_template.blueprint	grounds	land_flat	land	0.017	2.0	1.473	3.403	3.573	34.0	952.0	1015	3	0	1	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_meadows_einherjar_ringfort.blueprint	grounds	land_flat	land	0.017	2.0	3.833	3.833	4.833	108.8	4264.0	1482	0	0	0	0	PLACES_CLEAN	flavour	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_mistlands_sheepshank_longboatlugev2.blueprint	grounds	land_flat	land	0.018	2.0	2.775	3.727	6.939	28.8	436.0	293	1	1	0	0	PLACES_CLEAN	base	module	derived	none stated	OverDrive/BiomeBlueprints
hs_meadows_teakeycee_mudcastle.blueprint	grounds	land_flat	land	0.018	2.0	2.658	3.8	7.971	57.9	1812.0	2857	0	0	4	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_blackforest_xxx_starthome.blueprint	grounds	land_flat	land	0.02	2.0	0.855	0.855	50.38	22.9	404.0	466	11	0	2	0	PLACES_CLEAN	base	module	derived	none stated	OverDrive/BiomeBlueprints
brokkr-the-churn.blueprint	grounds	land_flat	land	0.02	4.0	4.888	11.962	54.344	88.9	5316.0	4655	11	0	0	0	PLACES_CLEAN	production	setpiece	curated	none stated	Oosquai/SavheimIV
hs_blackforest_great_hall.blueprint	grounds	land_flat	land	0.021	2.0	3.635	3.635	3.932	12.4	192.0	132	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_meadows_great_hall.blueprint	grounds	land_flat	land	0.021	2.0	3.635	3.635	3.932	12.4	192.0	132	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_mistlands_great_hall.blueprint	grounds	land_flat	land	0.021	2.0	3.635	3.635	3.932	12.4	192.0	132	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_mountain_great_hall.blueprint	grounds	land_flat	land	0.021	2.0	3.635	3.635	3.932	12.4	192.0	132	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_plains_great_hall.blueprint	grounds	land_flat	land	0.021	2.0	3.635	3.635	3.932	12.4	192.0	132	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_swamp_great_hall.blueprint	grounds	land_flat	land	0.021	2.0	3.635	3.635	3.932	12.4	192.0	132	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_blackforest_tester_duo_black_forest_home.blueprint	grounds	land_flat	land	0.022	2.0	3.967	4.855	5.952	30.8	728.0	586	22	1	2	0	PLACES_CLEAN	base	module	derived	none stated	OverDrive/BiomeBlueprints
hs_blackforest_modestypooh_portalhub.blueprint	grounds	land_flat	land	0.022	2.0	2.003	3.587	4.117	40.2	1256.0	2026	4	30	0	0	PLACES_CLEAN	portal	setpiece	derived	none stated	OverDrive/BiomeBlueprints
PuP_house3.blueprint	grounds	land_flat	land	0.023	2.0	1.688	1.688	4.421	17.0	176.0	201	0	0	0	0	PLACES_CLEAN	base	module	curated	none stated	fleet corpus
hs_ashlands_compact_endgame_base1.blueprint	grounds	land_flat	land	0.023	2.0	3.09	3.5	4.505	27.3	520.0	537	43	0	0	0	PLACES_CLEAN	production	module	derived	none stated	OverDrive/BiomeBlueprints
hs_blackforest_kin_01_woodhouse.blueprint	grounds	land_flat	land	0.025	2.0	3.532	3.532	4.702	14.3	160.0	216	4	0	1	0	PLACES_CLEAN	base	module	derived	none stated	OverDrive/BiomeBlueprints
hs_blackforest_longhouse.blueprint	grounds	land_flat	land	0.025	2.0	3.635	3.635	3.932	16.4	160.0	108	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_meadows_longhouse.blueprint	grounds	land_flat	land	0.025	2.0	3.635	3.635	3.932	16.4	160.0	108	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_mistlands_longhouse.blueprint	grounds	land_flat	land	0.025	2.0	3.635	3.635	3.932	16.4	160.0	108	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_mountain_longhouse.blueprint	grounds	land_flat	land	0.025	2.0	3.635	3.635	3.932	16.4	160.0	108	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_plains_longhouse.blueprint	grounds	land_flat	land	0.025	2.0	3.635	3.635	3.932	16.4	160.0	108	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_swamp_longhouse.blueprint	grounds	land_flat	land	0.025	2.0	3.635	3.635	3.932	16.4	160.0	108	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_prefab_collection1.blueprint	grounds	land_flat	land	0.026	2.0	3.282	3.282	5.051	59.1	1824.0	1796	57	0	1	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
twotwohouse_ruins.blueprint	grounds	land_flat	land	0.026	2.0	1.635	1.635	1.988	14.5	156.0	148	0	0	0	0	PLACES_CLEAN	flavour	module	curated	AGPL-3.0	RickardAndreasAgren/ValheimBlueprintCruncher
brokkr-the-cathedral__8127bac49f36.blueprint	grounds	land_flat	land	0.026	4.0	11.499	24.306	26.96	87.9	4448.0	8240	0	1	0	0	PLACES_CLEAN	flavour	setpiece	curated	none stated	offsetkeyz/valheim_mod_sync
hs_swamp_sheepshank_danamermhomefinal.blueprint	grounds	land_flat	land	0.026	2.0	4.508	4.58	6.792	45.7	1084.0	3009	28	5	8	0	PLACES_CLEAN	portal	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_ugm_seabasefor4.blueprint	grounds	land_flat	land	0.027	2.0	4.221	11.182	60.379	89.3	3140.0	3252	48	0	4	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_ugm_stavechurch.blueprint	grounds	land_flat	land	0.028	2.0	6.218	7.081	8.769	56.3	1008.0	2009	0	0	0	0	PLACES_CLEAN	flavour	setpiece	derived	none stated	OverDrive/BiomeBlueprints
PuP_house12.blueprint	grounds	land_flat	land	0.029	2.0	0.503	0.503	2.8	12.5	140.0	216	0	0	0	0	PLACES_CLEAN	base	module	curated	none stated	fleet corpus
Meadow_Ruins.blueprint	grounds	land_flat	land	0.029	2.0	4.558	13.695	19.68	40.8	968.0	755	0	0	0	1	PLACES_WITH_GAPS	flavour	setpiece	curated	none stated	Oosquai/SavheimIV
hs_ashlands_cozycabin.blueprint	grounds	land_flat	land	0.029	2.0	2.903	3.64	5.285	30.7	548.0	2797	19	0	0	0	PLACES_CLEAN	production	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_salty_d_watermill_cottage_complete_with_terrain_markers.blueprint	grounds	land_flat	land	0.03	2.0	2.701	4.703	7.014	41.5	672.0	3068	13	0	2	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_blackforest_sheepshank_meadows_home.blueprint	grounds	land_flat	land	0.03	2.0	4.568	5.988	8.931	35.7	928.0	1448	20	0	4	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_plains_tester_swamp_to_mountains_bungalow.blueprint	grounds	land_flat	land	0.03	2.0	3.951	4.819	5.549	40.1	1084.0	875	45	1	2	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_swamp_michel_portals_tower.blueprint	grounds	land_flat	land	0.03	2.0	0.635	0.635	2.732	24.5	528.0	4989	0	159	0	0	PLACES_CLEAN	portal	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_mister_black_forest_base.blueprint	grounds	land_flat	land	0.03	2.0	2.458	2.8	52.033	26.5	400.0	987	7	0	0	0	PLACES_CLEAN	production	setpiece	derived	none stated	OverDrive/BiomeBlueprints
PuP_house8.blueprint	grounds	land_flat	land	0.031	2.0	1.726	1.726	3.823	12.0	128.0	157	1	0	0	0	PLACES_CLEAN	base	module	curated	none stated	fleet corpus
MeadowRaiderTown1.blueprint	grounds	land_flat	land	0.032	7.21	4.192	6.27	35.457	80.9	3252.0	979	2	0	9	0	PLACES_CLEAN	defence	setpiece	curated	none stated	RustyMods/VikingNPC
hs_ashlands_customspiralstairsgrausten_brigames.blueprint	grounds	land_flat	land	0.032	2.0	1.894	1.894	2.894	9.4	124.0	257	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_pubvanilla.blueprint	grounds	land_flat	land	0.032	2.0	6.577	12.285	62.293	31.9	628.0	1971	3	2	0	0	PLACES_CLEAN	production	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_pub.blueprint	grounds	land_flat	land	0.032	2.0	6.63	12.241	62.249	31.9	624.0	1970	3	2	0	0	PLACES_CLEAN	production	setpiece	derived	none stated	OverDrive/BiomeBlueprints
PuP_marketmarket.blueprint	grounds	land_flat	land	0.035	2.0	2.744	2.746	4.825	15.6	228.0	257	0	0	1	1	PLACES_WITH_GAPS	flavour	module	curated	none stated	fleet corpus
hs_blackforest_villa.blueprint	grounds	land_flat	land	0.036	2.0	3.769	5.635	5.932	12.4	224.0	178	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_meadows_villa.blueprint	grounds	land_flat	land	0.036	2.0	3.769	5.635	5.932	12.4	224.0	178	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_mistlands_villa.blueprint	grounds	land_flat	land	0.036	2.0	3.769	5.635	5.932	12.4	224.0	178	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_mountain_villa.blueprint	grounds	land_flat	land	0.036	2.0	3.769	5.635	5.932	12.4	224.0	178	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_plains_villa.blueprint	grounds	land_flat	land	0.036	2.0	3.769	5.635	5.932	12.4	224.0	178	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_swamp_villa.blueprint	grounds	land_flat	land	0.036	2.0	3.769	5.635	5.932	12.4	224.0	178	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
PiNoKi_Longhouse.blueprint	grounds	land_flat	land	0.037	2.0	0.703	0.703	1.59	16.5	216.0	182	0	0	0	0	PLACES_CLEAN	base	module	curated	MIT	constXife/bygd
Пипкин_small_castle.blueprint	grounds	land_flat	land	0.037	5.66	7.059	24.0	26.402	87.9	6260.0	17628	0	0	0	0	PLACES_CLEAN	base	setpiece	curated	none stated	offsetkeyz/valheim_mod_sync
hs_ashlands_minicastlevanilla.blueprint	grounds	land_flat	land	0.037	2.0	6.499	8.998	59.2	14.2	216.0	980	11	0	0	0	PLACES_CLEAN	production	setpiece	derived	none stated	OverDrive/BiomeBlueprints
twotwohouse.blueprint	grounds	land_flat	land	0.038	2.0	1.635	1.635	2.011	15.0	208.0	273	0	0	0	0	PLACES_CLEAN	base	module	curated	AGPL-3.0	RickardAndreasAgren/ValheimBlueprintCruncher
POISWAMPCASTLERUINS.blueprint	grounds	land_flat	land	0.038	4.0	1.16	2.207	6.543	49.4	1664.0	1036	0	0	0	0	PLACES_CLEAN	flavour	setpiece	curated	none stated	Oosquai/SavheimIV
hs_meadows_aodi_the_hive_1_0.blueprint	grounds	land_flat	land	0.038	2.0	1.835	1.835	3.932	10.0	104.0	126	15	0	0	0	PLACES_CLEAN	production	module	derived	none stated	OverDrive/BiomeBlueprints
sample_003.blueprint	grounds	land_flat	land	0.04	2.0	1.719	1.855	3.951	16.5	300.0	236	0	0	0	0	PLACES_CLEAN	flavour	module	derived	GPL-3.0	sighsorry1029/Homestead
hs_blackforest_stilt_house.blueprint	grounds	land_flat	land	0.042	2.0	3.635	3.635	5.732	8.4	96.0	68	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_meadows_stilt_house.blueprint	grounds	land_flat	land	0.042	2.0	3.635	3.635	5.732	8.4	96.0	68	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_mistlands_stilt_house.blueprint	grounds	land_flat	land	0.042	2.0	3.635	3.635	5.732	8.4	96.0	68	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_mountain_stilt_house.blueprint	grounds	land_flat	land	0.042	2.0	3.635	3.635	5.732	8.4	96.0	68	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_plains_stilt_house.blueprint	grounds	land_flat	land	0.042	2.0	3.635	3.635	5.732	8.4	96.0	68	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_swamp_stilt_house.blueprint	grounds	land_flat	land	0.042	2.0	3.635	3.635	5.732	8.4	96.0	68	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_blackforest_house.blueprint	grounds	land_flat	land	0.042	2.0	3.635	3.635	3.932	8.4	96.0	60	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_meadows_house.blueprint	grounds	land_flat	land	0.042	2.0	3.635	3.635	3.932	8.4	96.0	60	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_mistlands_house.blueprint	grounds	land_flat	land	0.042	2.0	3.635	3.635	3.932	8.4	96.0	60	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_mountain_house.blueprint	grounds	land_flat	land	0.042	2.0	3.635	3.635	3.932	8.4	96.0	60	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_plains_house.blueprint	grounds	land_flat	land	0.042	2.0	3.635	3.635	3.932	8.4	96.0	60	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_swamp_house.blueprint	grounds	land_flat	land	0.042	2.0	3.635	3.635	3.932	8.4	96.0	60	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
shop.blueprint	grounds	land_flat	land	0.042	7.21	4.473	22.356	25.356	67.2	2288.0	4131	34	0	0	25	PLACES_WITH_GAPS	flavour	setpiece	curated	none stated	fleet corpus
hs_blackforest_mister_basestart_simple.blueprint	grounds	land_flat	land	0.044	2.0	1.147	1.16	2.257	17.8	272.0	270	12	0	1	0	PLACES_CLEAN	base	module	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_cm_thug_floating_base.blueprint	grounds	land_flat	land	0.046	2.0	1.796	1.796	2.796	34.5	788.0	1837	0	0	0	0	PLACES_CLEAN	flavour	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_cm_thug_outpost.blueprint	grounds	land_flat	land	0.047	2.0	3.685	6.307	8.014	40.2	1448.0	1649	49	0	1	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
twotwohouse_stormed.blueprint	grounds	land_flat	land	0.048	2.0	1.635	1.635	2.011	14.9	168.0	205	0	0	0	0	PLACES_CLEAN	flavour	module	curated	AGPL-3.0	RickardAndreasAgren/ValheimBlueprintCruncher
hs_blackforest_stone_manor.blueprint	grounds	land_flat	land	0.048	2.0	2.766	4.732	5.732	11.0	168.0	152	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_meadows_stone_manor.blueprint	grounds	land_flat	land	0.048	2.0	2.766	4.732	5.732	11.0	168.0	152	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_mistlands_stone_manor.blueprint	grounds	land_flat	land	0.048	2.0	2.766	4.732	5.732	11.0	168.0	152	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_mountain_stone_manor.blueprint	grounds	land_flat	land	0.048	2.0	2.766	4.732	5.732	11.0	168.0	152	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_plains_stone_manor.blueprint	grounds	land_flat	land	0.048	2.0	2.766	4.732	5.732	11.0	168.0	152	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_swamp_stone_manor.blueprint	grounds	land_flat	land	0.048	2.0	2.766	4.732	5.732	11.0	168.0	152	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_neletit_mansion.blueprint	grounds	land_flat	land	0.048	2.83	13.654	22.851	23.851	116.5	7008.0	39487	21	0	0	0	PLACES_CLEAN	production	setpiece	derived	none stated	OverDrive/BiomeBlueprints
Black_Viking_forteca_starting_base.blueprint	grounds	land_flat	land	0.049	2.0	2.566	4.703	6.013	45.9	1464.0	2610	6	0	0	21	PLACES_WITH_GAPS	base	setpiece	curated	none stated	fleet corpus
hs_ashlands_scholarstower.blueprint	grounds	land_flat	land	0.049	2.0	14.249	14.249	15.999	12.2	164.0	1928	2	0	0	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_storehousevanilla_brigames.blueprint	grounds	land_flat	land	0.049	2.0	3.87	3.87	55.006	12.4	164.0	383	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
twotwohouse_remnant.blueprint	grounds	land_flat	land	0.049	2.0	1.753	1.87	2.04	14.4	164.0	70	0	0	0	0	PLACES_CLEAN	flavour	module	curated	AGPL-3.0	RickardAndreasAgren/ValheimBlueprintCruncher
hs_ashlands_sheepshank_burningtreev3.blueprint	grounds	land_flat	land	0.049	2.0	3.595	3.911	7.8	26.4	576.0	1218	0	0	0	0	PLACES_CLEAN	flavour	setpiece	derived	none stated	OverDrive/BiomeBlueprints
cozy_house.blueprint	grounds	land_flat	land	0.05	2.83	6.504	12.142	14.596	55.2	1904.0	6034	37	0	9	0	PLACES_CLEAN	base	setpiece	curated	none stated	fleet corpus
hs_blackforest_stilt_cottage.blueprint	grounds	land_flat	land	0.05	2.0	3.635	3.635	5.732	6.4	80.0	54	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_meadows_stilt_cottage.blueprint	grounds	land_flat	land	0.05	2.0	3.635	3.635	5.732	6.4	80.0	54	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_mistlands_stilt_cottage.blueprint	grounds	land_flat	land	0.05	2.0	3.635	3.635	5.732	6.4	80.0	54	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_mountain_stilt_cottage.blueprint	grounds	land_flat	land	0.05	2.0	3.635	3.635	5.732	6.4	80.0	54	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_plains_stilt_cottage.blueprint	grounds	land_flat	land	0.05	2.0	3.635	3.635	5.732	6.4	80.0	54	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_swamp_stilt_cottage.blueprint	grounds	land_flat	land	0.05	2.0	3.635	3.635	5.732	6.4	80.0	54	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_blackforest_cottage.blueprint	grounds	land_flat	land	0.05	2.0	3.635	3.635	3.932	6.4	80.0	48	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_meadows_cottage.blueprint	grounds	land_flat	land	0.05	2.0	3.635	3.635	3.932	6.4	80.0	48	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_mistlands_cottage.blueprint	grounds	land_flat	land	0.05	2.0	3.635	3.635	3.932	6.4	80.0	48	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_mountain_cottage.blueprint	grounds	land_flat	land	0.05	2.0	3.635	3.635	3.932	6.4	80.0	48	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_plains_cottage.blueprint	grounds	land_flat	land	0.05	2.0	3.635	3.635	3.932	6.4	80.0	48	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_swamp_cottage.blueprint	grounds	land_flat	land	0.05	2.0	3.635	3.635	3.932	6.4	80.0	48	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_plains_sheepshank_skeggoxmanor.blueprint	grounds	land_flat	land	0.05	2.0	1.34	4.285	6.552	48.7	1696.0	2857	19	4	3	0	PLACES_CLEAN	portal	setpiece	derived	none stated	OverDrive/BiomeBlueprints
bridge.vbuild	grounds	land_flat	over_water	0.051	2.0	1.105	1.469	9.079	58.1	784.0	873	0	0	0	0	PLACES_CLEAN	bridge	setpiece	curated	none stated	fleet corpus
hs_ashlands_softpea_fantasy_castle.blueprint	grounds	land_flat	land	0.053	2.83	7.241	20.807	22.807	57.8	1900.0	5697	25	0	2	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
instairtower_remnant.blueprint	grounds	land_flat	land	0.053	2.0	2.105	2.105	3.105	11.0	76.0	30	0	0	0	0	PLACES_CLEAN	flavour	module	curated	AGPL-3.0	RickardAndreasAgren/ValheimBlueprintCruncher
hs_mountain_abzul_modern_house.blueprint	grounds	land_flat	land	0.054	2.0	3.69	3.8	6.178	22.3	372.0	1401	2	0	1	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
god-house33.blueprint	grounds	land_flat	land	0.055	2.0	7.213	12.178	12.873	30.7	724.0	2949	21	0	1	0	PLACES_CLEAN	base	setpiece	curated	none stated	fleet corpus
gold_castle.blueprint	grounds	land_flat	land	0.056	2.83	14.669	18.673	20.191	74.6	4060.0	18036	2177	0	0	0	PLACES_CLEAN	base	setpiece	curated	none stated	fleet corpus
instairtower_damaged.blueprint	grounds	land_flat	land	0.056	2.0	2.0	2.0	3.0	10.2	144.0	165	0	0	0	0	PLACES_CLEAN	flavour	module	curated	AGPL-3.0	RickardAndreasAgren/ValheimBlueprintCruncher
hs_blackforest_manor.blueprint	grounds	land_flat	land	0.056	2.0	2.769	3.635	3.932	8.4	144.0	96	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_meadows_manor.blueprint	grounds	land_flat	land	0.056	2.0	2.769	3.635	3.932	8.4	144.0	96	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_mistlands_manor.blueprint	grounds	land_flat	land	0.056	2.0	2.769	3.635	3.932	8.4	144.0	96	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_mountain_manor.blueprint	grounds	land_flat	land	0.056	2.0	2.769	3.635	3.932	8.4	144.0	96	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_plains_manor.blueprint	grounds	land_flat	land	0.056	2.0	2.769	3.635	3.932	8.4	144.0	96	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_swamp_manor.blueprint	grounds	land_flat	land	0.056	2.0	2.769	3.635	3.932	8.4	144.0	96	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
