name	nview	persistent	distant	ztype	piece	water_piece	no_in_water	ground_only	ground_piece	clip_ground	clip_everything	not_on_wood	not_on_tilting	not_on_floor	no_clipping	allow_alt_ground	comfort	space_req	category	piece_name	wnt	material	health	supports	no_support_wear	no_roof_wear	hit_noise	min_tool_tier	ship	ship_force	ship_disable_level	ship_water_offset	ship_impact_dmg	ship_ashlands_ready	ship_has_sail	floating	float_water_offset	rigidbody	rb_mass	rb_kinematic	container	container_slots
RoundLog	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	1	0.52	1	10	0	0	na
RoyalJelly	1	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	6	$item_royaljelly	1	0	10	0	1	1	0	0	0	na	na	na	na	na	na	0	na	1	1	0	0	na
Ruby	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
rug_asksvin	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	4	$piece_rug_asksvin	1	0	50	1	1	0	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
rug_Bjorn	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	2	0	4	$piece_rug_bjorn	1	0	50	1	1	0	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
rug_bogwitch_deer	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
rug_bogwitch_fur	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
rug_bogwitch_wolf	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
rug_deer	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	4	$piece_rug_deer	1	0	50	1	1	0	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
rug_fur	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	2	0	4	$piece_rug_lox	1	0	50	1	1	0	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
rug_hare	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	4	$piece_rug_hare	1	0	50	1	1	0	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
rug_moose	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	2	0	4	$piece_rug_moose	1	0	50	1	1	0	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
rug_seal	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	5	$piece_rug_seal	1	0	50	1	1	0	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
rug_straw	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	4	$piece_rug_straw	1	0	50	1	1	0	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
rug_wolf	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	2	0	4	$piece_rug_wolf	1	0	50	1	1	0	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
SaddleAsksvin	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	1	0.6	1	1	0	0	na
SaddleLox	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	1	0.6	1	1	0	0	na
SaddleMoose	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	1	0.6	1	1	0	0	na
Salad	1	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	6	$item_salad	1	0	10	0	1	1	0	0	0	na	na	na	na	na	na	0	na	1	1	0	0	na
Sap	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
sapling_barley	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	$piece_sapling_barley	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sapling_carrot	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	$piece_sapling_carrot	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sapling_flax	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	$piece_sapling_flax	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sapling_jotunpuffs	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	$item_jotunpuffs	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sapling_Kale	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	$piece_sapling_kale	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sapling_magecap	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	$item_magecap	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sapling_oat	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	$piece_sapling_oat	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sapling_onion	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	$piece_sapling_onion	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sapling_poteitr	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	$piece_sapling_poteitr	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sapling_seedcarrot	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	$piece_sapling_seedcarrot	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sapling_seedkale	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	$piece_sapling_seedkale	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sapling_seedonion	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	$piece_sapling_seedonion	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sapling_seedturnip	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	$piece_sapling_seedturnip	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sapling_turnip	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	$piece_sapling_turnip	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
Sausages	1	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	6	$item_sausages	1	0	10	0	1	1	0	0	0	na	na	na	na	na	na	0	na	1	1	0	0	na
scale_halfwall_1x2	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	$piece_scale_halfwall	1	0	400	1	1	1	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
scale_quarterwall_1x1	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	$piece_scale_quarterwall	1	0	400	1	1	1	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
scale_wall_2x2	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	$piece_scale_wall	1	0	400	1	1	1	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
scale_wall_roof_26	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	$piece_scale_26	1	0	400	1	1	0	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
scale_wall_roof_26_flipped	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	$piece_scale_26_flipped	1	0	400	1	1	0	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
scale_wall_roof_26_upsidedown	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	$piece_scale_26_upsidedown	1	0	400	1	1	0	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
scale_wall_roof_26_upsidedown_flipped	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	$piece_scale_26_upsidedown_flipped	1	0	400	1	1	0	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
scale_wall_roof_45	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	$piece_scale_45	1	0	400	1	1	0	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
scale_wall_roof_45_flipped	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	$piece_scale_45_flipped	1	0	400	1	1	0	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
scale_wall_roof_45_upsidedown	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	$piece_scale_45_upsidedown	1	0	400	1	1	0	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
scale_wall_roof_45_upsidedown_flipped	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	$piece_scale_45_upsidedown_flipped	1	0	400	1	1	0	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
scale_wall_roof_67	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	$piece_scale_67	1	0	400	1	1	0	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
scale_wall_roof_67_flipped	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	$piece_scale_67_flipped	1	0	400	1	1	0	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
scale_wall_roof_67_upsidedown	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	$piece_scale_67_upsidedown	1	0	400	1	1	0	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
scale_wall_roof_67_upsidedown_flipped	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	$piece_scale_67_upsidedown_flipped	1	0	400	1	1	0	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
ScaleHide	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
ScorchingMedley	1	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	6	$item_scorchingmedley	1	0	10	0	1	1	0	0	0	na	na	na	na	na	na	0	na	1	1	0	0	na
Scythe	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1.5	0	0	na
ScytheHandle	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
Seagal	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
Seal	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	50	0	0	na
Seal_Pup	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	20	0	0	na
seal_pup_ragdoll	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
seal_ragdoll	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
SealBlubber	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
SealHide	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
SealSoup	1	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	6	$item_sealsoup	1	0	10	0	1	1	0	0	0	na	na	na	na	na	na	0	na	1	1	0	0	na
Seeker	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	10	0	0	na
SeekerAspic	1	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	6	$item_seekeraspic	1	0	10	0	1	1	0	0	0	na	na	na	na	na	na	0	na	1	1	0	0	na
SeekerBrood	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	5	0	0	na
SeekerBrute	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	50	0	0	na
SeekerBrute_Taunt	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
SeekerEgg	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
SeekerEgg_alwayshatch	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
SeekerQueen	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	100	0	0	na
SeekerQueen_Call	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
SeekerQueen_projectile_spit	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
SeekerQueen_projectile_teleport	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
SeekerQueen_spithit	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
SeekerQueen_Teleport	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
Serpent	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	30	0	0	na
SerpentMeat	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	1	0.45	1	1	0	0	na
SerpentMeatCooked	1	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	6	$item_serpentmeatcooked	1	0	10	0	1	1	0	0	0	na	na	na	na	na	na	0	na	1	1	0	0	na
SerpentScale	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
SerpentStew	1	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	6	$item_serpentstew	1	0	10	0	1	1	0	0	0	na	na	na	na	na	na	0	na	1	1	0	0	na
sfx_abomination_arise_end	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_Abomination_attack	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_Abomination_Attack2_slam_whoosh	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_Abomination_swing	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_arbalest_fire	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_archery_target_hit	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_arrow_hit	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_asksvin_alert	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_asksvin_bite	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_asksvin_death	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_asksvin_footstep	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_asksvin_idle	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_asksvin_pounce	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_atgeir_attack	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_atgeir_attack_secondary	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_axe_flint_hit	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_axe_hit	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_axe_swing	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_babyseal_idle	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_barley_hit	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_barnacle_destroyed	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_bat_alerted	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_bat_attack	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_bat_idle	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_battering_ram_anticipation	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_battleaxe_hit	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_battleaxe_swing_start	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_battleaxe_swing_wosh	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_bear_bite_attack	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_bear_bite_attack_impact	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_bear_claw_attack	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_bear_claw_attack slash	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_bear_death	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_bear_footstep	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_bear_hurt	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_bear_idle	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_beehive_destroyed	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_beehive_hit	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_blob_alerted	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_blob_attack	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_blob_death	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_blob_hit	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_blob_idle	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_blob_jump	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_bloblava_alert	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_bloblava_death	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_blobLava_explosion	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_bloblava_grow	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_bloblava_idle	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_bloblava_jump	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_blobtar_attack_spit	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_blobtar_idle	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_boar_alerted	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_boar_attack	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_boar_birth	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_boar_death	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_boar_hit	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_boar_idle	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_boar_love	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
sfx_bogwitch_creak	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
